Ticker,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield,Last,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High
WH,Wyndham Hotels & Resorts Inc,4791656000,18.20,2.79,162000000,1.07,1.16,0.0233,49.69,-5.00,0.0952,-0.0470,-0.1700,-0.0614,-0.88,0.3712,0.1592,792985,43.03,61.49
WHR,Whirlpool Corp,9849862000,9.56,16.42,-183000000,1.83,4.80,0.0310,155.05,46.50,0.4508,0.0776,0.0728,0.3775,1.00,0.5871,0.2195,644240,99.40,159.35
WLK,Westlake Chemical Corp,7517846000,11.41,5.23,996000000,1.61,1.05,0.0179,58.61,-27.30,-0.1143,-0.0328,-0.1426,-0.2965,-0.72,0.4113,0.4163,532255,55.82,83.69
WLTW,Willis Towers Wts,23781334000,18.61,10.08,695000000,0.81,2.60,0.0141,184.36,26.00,0.2140,-0.0677,-0.0530,0.2910,0.08,0.3946,0.2067,512215,134.50,200.93
WM,Waste Management,48689104000,26.72,4.33,1925000000,0.61,2.05,0.0179,114.77,26.70,0.2897,-0.0382,-0.0181,0.2629,0.24,0.4768,0.1397,1957765,83.22,121.77
WMB,Williams Companies,27767424000,25.80,0.91,-155000000,1.55,1.52,0.0663,22.91,-17.40,0.0390,-0.0502,-0.1944,-0.1726,-0.88,0.3596,0.1755,6772415,20.36,29.55
WMT,Wal-Mart Stores,334431000000,23.97,4.89,6670000000,0.40,2.12,0.0180,117.58,26.20,0.2623,0.0248,0.0431,0.2417,1.00,0.5710,0.1174,5281810,85.78,119.86
WPC,W.P. Carey & Co. Llc,15495505000,17.38,2.83,411570000,0.44,4.14,0.0457,90.73,41.20,0.3886,0.0039,0.0875,0.4170,1.00,0.5613,0.1612,552850,62.71,92.27
WPX,Wpx Energy Inc,4139471000,43.13,0.23,151000000,2.11,0.00,0.0000,9.80,-43.70,-0.1366,-0.0640,-0.0918,-0.5088,-0.88,0.4177,0.5720,9970285,8.79,20.62
WRB,W.R. Berkley Corp,12926370000,23.13,3.12,640750000,0.68,0.44,0.0062,70.59,43.00,0.4326,-0.0226,0.0484,0.3395,0.56,0.4720,0.1491,564530,45.91,73.26
WRI,Weingarten Realty Investors,3692829000,13.24,1.84,327600000,0.65,1.58,0.0551,28.70,5.00,0.1568,0.0567,0.0320,-0.0117,0.40,0.5597,0.1332,1028490,23.80,30.05
WRK,Westrock Company,8628933000,8.44,4.03,1906100000,1.62,1.82,0.0542,33.57,-22.10,-0.1110,-0.0441,-0.1114,-0.3167,-0.64,0.4222,0.2861,2554375,31.94,48.55
WSM,Williams-Sonoma,4991068000,13.70,4.73,333680000,0.88,1.92,0.0300,63.97,9.30,0.2680,-0.0198,0.0030,0.0117,0.56,0.4443,0.2400,888100,45.01,70.58
WSO,Watsco Inc,6279734000,25.66,6.41,242930000,0.85,6.40,0.0388,165.00,5.70,0.1859,-0.0094,0.0108,-0.0406,0.72,0.5184,0.1976,236970,131.88,174.40
WST,West Pharmaceutical Services,10169987000,45.10,3.12,206900000,1.28,0.60,0.0044,137.90,24.80,0.4067,-0.0788,0.1221,0.1530,0.40,0.4518,0.2198,409615,91.75,152.10
WTFC,Wintrust Finl Corp,3439888000,10.76,5.82,343170000,1.08,1.00,0.0165,60.68,-26.30,-0.0874,-0.0313,-0.1475,-0.3045,-0.88,0.3858,0.2111,347245,59.34,88.12
WTM,White Mountains Insurance Group,3344648000,0.00,-8.02,-141200000,0.39,1.00,0.0009,1064.50,22.40,0.2411,-0.0079,0.0172,0.1571,0.56,0.4746,0.1136,23780,832.88,1104.14
WTR,Aqua America,9718596000,32.26,1.40,191990000,0.35,0.94,0.0208,45.04,28.80,0.3173,0.0117,0.0845,0.2020,1.00,0.5827,0.1016,933855,32.09,45.56
WU,Western Union Company,9817315000,12.61,1.85,851900000,0.80,0.80,0.0345,23.16,33.60,0.3576,0.0136,0.1381,0.2852,1.00,0.5794,0.2250,6990715,16.42,24.09
WWD,Woodward Inc,6438787000,21.00,5.05,180380000,1.32,0.65,0.0062,104.11,34.60,0.4014,-0.0338,-0.0878,0.3219,-0.08,0.4286,0.2196,308925,68.40,119.20
WWE,World Wrestling Entertainment,5325282000,87.78,0.79,99590000,1.31,0.48,0.0071,67.70,-21.80,-0.0940,-0.0798,-0.0683,-0.2540,-0.88,0.4363,0.4137,976865,58.50,100.45
WY,Weyerhaeuser Company,19636330000,41.55,0.65,748000000,1.67,1.36,0.0516,26.36,-2.40,0.2059,-0.0131,-0.0026,-0.1455,0.72,0.4550,0.1729,2974385,20.52,30.92
WYND,Wyndham Destinations Inc,4063477000,8.57,5.22,672000000,1.54,1.80,0.0409,44.06,13.30,0.2294,-0.0302,-0.0239,0.1029,0.72,0.4588,0.1995,757710,33.55,49.75
WYNN,Wynn Resorts Ltd,11038172000,18.48,5.79,572430000,2.05,4.00,0.0390,102.57,-16.80,0.0370,-0.0796,-0.2291,-0.1178,-1.00,0.3780,0.2503,2115790,90.06,151.50
X,United States Steel Corp,1883295000,2.41,4.53,1115000000,3.04,0.20,0.0181,11.03,-61.10,-0.3953,-0.0316,-0.1884,-0.6262,-1.00,0.4418,0.6705,15788615,10.16,29.84
XEC,Cimarex Energy Company,4457006000,7.57,5.99,791850000,1.32,0.80,0.0182,43.93,-52.50,-0.2874,0.0393,-0.2292,-0.5574,-0.72,0.4440,0.6544,2221395,37.19,101.19
XEL,XCEL Energy Inc,32749548000,26.24,2.45,1261000000,0.11,1.62,0.0255,63.59,31.50,0.2906,-0.0187,0.0450,0.3036,0.80,0.4990,0.1501,3884755,47.07,66.05
XLNX,Xilinx Inc,22550048000,25.04,3.70,889750000,1.25,1.48,0.0166,89.27,-1.00,0.0481,-0.1574,-0.2300,0.1523,-1.00,0.3211,0.3253,3659285,68.76,141.60
XOM,Exxon Mobil Corp,282215000000,16.00,4.25,20840000000,0.99,3.48,0.0522,66.70,-19.60,-0.0219,-0.0596,-0.1279,-0.2256,-0.88,0.3690,0.1861,11267810,64.65,86.88
XPO,Xpo Logistics Inc,6322694000,20.50,3.40,422000000,2.48,0.00,0.0000,68.59,-15.20,0.2025,-0.0499,0.2417,-0.3728,0.56,0.4729,0.1721,792435,41.05,109.96
XRAY,Dentsply Sirona Inc,11951195000,25.56,2.11,-1011000000,0.98,0.40,0.0075,53.31,41.00,0.4327,0.0517,-0.0751,0.4796,0.24,0.5293,0.2377,1869600,33.93,59.40
XRX,Xerox Corp,6359190000,7.67,3.89,361000000,1.77,1.00,0.0353,28.31,5.80,0.4327,-0.0516,-0.2061,0.0659,-0.72,0.3985,0.2566,1737380,18.58,36.58
XYL,Xylem Inc,13219530000,25.53,2.96,549000000,1.19,0.96,0.0131,73.43,1.40,0.1006,-0.0633,-0.1012,-0.0554,-0.40,0.3968,0.2328,782785,60.65,85.39
Y,Alleghany Corp,10996815000,47.16,16.64,39540000,0.62,0.00,0.0000,762.08,27.90,0.2226,-0.0230,0.0903,0.1938,0.80,0.4858,0.1761,51595,574.42,808.50
YUM,Yum! Brands,34259560000,35.64,3.19,1542000000,0.50,1.68,0.0149,112.59,26.00,0.2249,-0.0555,0.0231,0.2422,0.40,0.4645,0.1680,1777665,84.53,119.72
YUMC,Yum China Holdings Inc,16019001000,26.58,1.64,708000000,1.13,0.48,0.0113,42.51,21.80,0.2678,-0.0718,-0.0141,0.2766,0.24,0.4178,0.2671,1349260,30.60,48.36
Z,Zillow Group Cl C,5962650000,0.00,-0.82,-119860000,0.56,0.00,0.0000,28.86,-28.30,-0.0861,-0.0824,-0.4091,-0.2945,-0.88,0.3447,0.3272,2688445,26.38,51.47
ZAYO,Zayo Group Holdings Inc,8009554000,53.87,0.63,150000000,0.77,0.00,0.0000,33.90,19.20,0.4842,0.0024,0.0171,0.0335,1.00,0.5547,0.0244,4753205,20.27,34.11
ZBH,Zimmer Biomet Holdings,26941434000,17.67,7.61,-379200000,1.16,0.96,0.0073,131.22,9.30,0.2651,-0.0610,0.0872,0.0302,0.56,0.4299,0.2404,1065375,96.99,143.57
ZBRA,Zebra Technologies,10719838000,18.21,11.13,421000000,1.62,0.00,0.0000,198.09,19.90,0.2440,-0.0229,-0.0587,0.2498,0.48,0.4681,0.3225,318950,140.95,237.15
ZEN,Zendesk Inc,8034132000,0.00,-1.05,-131080000,1.22,0.00,0.0000,72.39,7.80,0.2402,-0.0756,-0.2099,0.1370,-0.88,0.4177,0.3680,1732230,45.60,94.89
ZG,Zillow Grp Inc Cl A,5915130000,0.00,-0.82,-119860000,0.87,0.00,0.0000,28.63,-28.90,-0.0891,-0.0894,-0.4075,-0.2991,-0.88,0.3433,0.3120,829525,26.20,50.99
ZION,Zions Bancorp,7469608000,10.47,4.15,884000000,1.55,1.36,0.0322,42.21,-13.20,0.0361,0.0310,-0.0686,-0.1897,-0.56,0.4611,0.2221,1784345,38.08,52.26
ZNGA,Zynga Inc Cl A,5612115000,0.00,-0.19,15460000,0.28,0.00,0.0000,5.96,38.60,0.5165,0.0171,-0.0340,0.5361,0.48,0.5168,0.2206,19010145,3.32,6.65
ZS,Zscaler Inc,5977640000,0.00,-0.21,-28660000,1.19,0.00,0.0000,46.90,9.80,0.1961,-0.2678,-0.4403,0.2902,-0.72,0.3142,0.8568,4987245,30.72,89.54
ZTS,Zoetis Inc Cl A,59876224000,37.08,3.40,1428000000,0.87,0.66,0.0052,125.38,44.10,0.4657,-0.0237,0.0989,0.3707,0.96,0.5365,0.1998,1941760,78.90,130.08
